"","x"
"CELL2611_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2818_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL2866_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2609_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1748_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1967_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL2710_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2764_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1606_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2243_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2793_N1_53T37-2-210415","Glu_11_CA_THEMIS"
"CELL2601_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1769_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2017_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1223_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2889_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1665_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL381_N2_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2554_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL1053_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2872_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL673_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2734_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2164_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL442_N2_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL2301_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL895_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1978_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1931_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2679_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1086_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL2474_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2690_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1179_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL2138_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2984_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1716_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL686_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2053_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2838_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2835_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1153_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1607_N1_53T37-2-210415","GABA_9_Pvalb_SNTG2"
"CELL312_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2846_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL1784_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1948_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2149_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2856_N1_53T37-2-210415","olig_20_olig_olig"
"CELL1805_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1224_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL1696_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2367_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL1248_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2645_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1161_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2515_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1738_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1970_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1614_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2454_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL2962_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1469_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1298_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2081_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2541_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1521_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2083_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1112_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1844_N1_53T37-2-210415","GABA_11_Pvalb_TRDN"
"CELL2930_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1876_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2568_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2312_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2868_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1942_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2732_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1724_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL2411_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1700_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1485_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2847_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2692_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL603_N1_53T37-2-210415","Glu_19_CA_HHIP"
"CELL1553_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1767_N1_53T37-2-210415","GABA_13_Cck_Phka2"
"CELL620_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2727_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2334_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1742_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1744_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1656_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2634_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2877_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2207_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2487_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2020_N1_53T37-2-210415","GABA_12_Cck_HCRTR2"
"CELL58_N2_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1926_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1021_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1981_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL2618_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1196_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2374_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2749_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1296_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1162_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1182_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2106_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL877_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1383_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2178_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1228_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1835_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2003_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2014_N1_53T37-2-210415","GABA_10_Lamp5_CA8"
"CELL1729_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL2250_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1817_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1860_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2290_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1679_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL490_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL1986_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2783_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1652_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1037_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1936_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1149_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1701_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2566_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2999_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2341_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL242_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1973_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2558_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2201_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL918_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1207_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2564_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL797_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2479_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1573_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2625_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1509_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2770_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2974_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2245_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2495_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2953_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1226_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1617_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2157_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2300_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL92_N2_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2864_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1147_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1923_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2210_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1130_N1_53T37-2-210415","GABA_12_Cck_HCRTR2"
"CELL2353_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1647_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1134_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1996_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2986_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL374_N2_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1673_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2092_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2460_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2275_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2806_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1987_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL850_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1950_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2110_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1274_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2371_N1_53T37-2-210415","GABA_12_Cck_HCRTR2"
"CELL861_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1965_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1843_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1254_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1752_N1_53T37-2-210415","GABA_9_Pvalb_SNTG2"
"CELL2801_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2161_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1578_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2296_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2100_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1300_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2485_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1944_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2272_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1368_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2533_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2472_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2718_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL2536_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1473_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL689_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1646_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2366_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2112_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2468_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1789_N1_53T37-2-210415","Glu_6_CA_CA2"
"CELL1479_N1_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL1940_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL936_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1418_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL2817_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1586_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2349_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1649_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2147_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1322_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2722_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2253_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2346_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1927_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2831_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2426_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2560_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2354_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1782_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2787_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1287_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1732_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1346_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1878_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1250_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2834_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL573_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2771_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2274_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL514_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2222_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2521_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1582_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1332_N1_53T37-2-210415","GABA_12_Cck_HCRTR2"
"CELL2815_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2160_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2475_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2567_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2173_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1594_N1_53T37-2-210415","GABA_13_Cck_Phka2"
"CELL2307_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2963_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2589_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2315_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL978_N1_53T37-2-210415","Glu_6_CA_CA2"
"CELL2820_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2118_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2768_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2327_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2476_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2298_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2191_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL11_N2_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1005_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2903_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL2507_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2593_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2595_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL885_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1898_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1968_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2669_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2152_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2830_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2683_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL835_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL2026_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL849_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2070_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL833_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2724_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2570_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2063_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2332_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1975_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1959_N1_53T37-2-210415","Glu_11_CA_THEMIS"
"CELL2875_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1568_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2639_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2862_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1833_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1915_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL1577_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1806_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2343_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2600_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2114_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2037_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1556_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2130_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2443_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2966_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2574_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1868_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1398_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2814_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2659_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2607_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2378_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2725_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2879_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1447_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2907_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2943_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2760_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2995_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2928_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2644_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL1431_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2504_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2828_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2586_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2054_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2451_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2103_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2213_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL2229_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2186_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1351_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2691_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2016_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1873_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2196_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1425_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2604_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2729_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2234_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2993_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2782_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2936_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2630_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1229_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1913_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2467_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL3012_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2317_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2379_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2616_N1_53T37-2-210415","GABA_9_Pvalb_SNTG2"
"CELL2772_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2435_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2072_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2236_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2766_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2929_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2514_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2115_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2286_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2018_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2701_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2624_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL1982_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2610_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2576_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2580_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2356_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2519_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1745_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1561_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2739_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2635_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2108_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2785_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2511_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2559_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2194_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1993_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2823_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2335_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2067_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2663_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2816_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2386_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2064_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2581_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2418_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2180_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2693_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL2617_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2573_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2584_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2122_N1_53T37-2-210415","GABA_9_Pvalb_SNTG2"
"CELL2065_N1_53T37-2-210415","Glu_19_CA_HHIP"
"CELL1765_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1899_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2657_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1670_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
